source,source_version,onet_soc_code,occupation_title,element_id,element_name,importance,level,date,domain_source
O*NET,31.0,11-1011.00,Chief Executives,2.C.4.f,Sociology and Anthropology,2.88,2.53,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.4.g,Geography,2.69,2.66,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.5.a,Medicine and Dentistry,1.51,0.65,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.5.b,Therapy and Counseling,1.87,1.53,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.6,Education and Training,3.52,4.60,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.7.a,English Language,4.41,3.91,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.7.b,Foreign Language,2.26,1.97,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.7.c,Fine Arts,1.70,0.74,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.7.d,History and Archeology,2.16,1.85,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.7.e,Philosophy and Theology,2.35,2.74,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.8.a,Public Safety and Security,3.88,3.35,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.8.b,Law and Government,3.48,3.58,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.9.a,Telecommunications,2.59,2.51,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.9.b,Communications and Media,3.02,3.25,08/2023,Incumbent
O*NET,31.0,11-1011.00,Chief Executives,2.C.10,Transportation,2.26,2.32,08/2023,Incumbent
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.1.a,Administration and Management,4.15,5.00,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.1.b,Administrative,2.62,4.42,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.1.c,Economics and Accounting,3.19,3.85,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.1.d,Sales and Marketing,3.15,4.33,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.1.e,Customer and Personal Service,3.41,4.44,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.1.f,Personnel and Human Resources,3.00,3.78,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.2.a,Production and Processing,2.19,2.41,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.2.b,Food Production,2.07,2.19,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.3.a,Computers and Electronics,2.93,3.59,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.3.b,Engineering and Technology,2.96,3.37,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.3.c,Design,2.85,3.19,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.3.d,Building and Construction,3.48,3.67,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.3.e,Mechanical,2.44,2.41,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.4.a,Mathematics,3.00,3.89,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.4.b,Physics,2.30,2.30,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.4.c,Chemistry,2.37,2.70,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.4.d,Biology,2.81,3.56,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.4.e,Psychology,2.93,3.30,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.4.f,Sociology and Anthropology,3.00,4.00,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.4.g,Geography,3.07,4.15,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.5.a,Medicine and Dentistry,1.31,0.70,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.5.b,Therapy and Counseling,1.81,1.78,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.6,Education and Training,3.41,4.85,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.7.a,English Language,4.30,4.89,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.7.b,Foreign Language,1.85,1.81,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.7.c,Fine Arts,1.63,1.04,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.7.d,History and Archeology,2.31,2.26,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.7.e,Philosophy and Theology,2.11,2.70,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.8.a,Public Safety and Security,2.56,2.70,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.8.b,Law and Government,3.69,3.89,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.9.a,Telecommunications,1.89,1.30,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.9.b,Communications and Media,3.56,3.74,08/2021,Occupational Expert
O*NET,31.0,11-1011.03,Chief Sustainability Officers,2.C.10,Transportation,3.11,3.37,08/2021,Occupational Expert
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.1.a,Administration and Management,4.25,4.38,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.1.b,Administrative,3.21,3.95,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.1.c,Economics and Accounting,3.20,3.58,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.1.d,Sales and Marketing,2.99,3.35,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.1.e,Customer and Personal Service,4.15,4.64,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.1.f,Personnel and Human Resources,3.44,3.95,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.2.a,Production and Processing,3.57,4.23,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.2.b,Food Production,1.32,0.65,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.3.a,Computers and Electronics,2.67,3.00,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.3.b,Engineering and Technology,2.90,3.27,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.3.c,Design,2.32,2.59,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.3.d,Building and Construction,2.20,2.26,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.3.e,Mechanical,2.85,3.44,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.4.a,Mathematics,3.53,4.07,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.4.b,Physics,1.98,1.85,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.4.c,Chemistry,1.91,1.97,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.4.d,Biology,1.21,0.39,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.4.e,Psychology,2.53,2.67,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.4.f,Sociology and Anthropology,1.93,1.55,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.4.g,Geography,1.46,0.65,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.5.a,Medicine and Dentistry,1.20,0.30,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.5.b,Therapy and Counseling,1.60,1.43,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.6,Education and Training,2.79,3.65,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.7.a,English Language,3.70,3.64,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.7.b,Foreign Language,1.40,0.63,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.7.c,Fine Arts,1.28,0.45,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.7.d,History and Archeology,1.35,0.67,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.7.e,Philosophy and Theology,1.23,0.52,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.8.a,Public Safety and Security,2.74,2.40,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.8.b,Law and Government,2.56,2.96,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.9.a,Telecommunications,1.85,1.43,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.9.b,Communications and Media,2.39,2.31,08/2023,Incumbent
O*NET,31.0,11-1021.00,General and Operations Managers,2.C.10,Transportation,2.21,1.66,08/2023,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.1.a,Administration and Management,4.54,4.53,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.1.b,Administrative,3.92,5.03,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.1.c,Economics and Accounting,3.06,2.81,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.1.d,Sales and Marketing,4.70,5.58,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.1.e,Customer and Personal Service,4.50,5.44,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.1.f,Personnel and Human Resources,3.71,4.53,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.2.a,Production and Processing,2.82,3.18,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.2.b,Food Production,1.24,0.36,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.3.a,Computers and Electronics,3.69,4.60,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.3.b,Engineering and Technology,1.60,0.96,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.3.c,Design,2.67,2.52,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.3.d,Building and Construction,1.36,0.60,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.3.e,Mechanical,1.14,0.39,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.4.a,Mathematics,3.19,3.64,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.4.b,Physics,1.14,0.28,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.4.c,Chemistry,1.14,0.39,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.4.d,Biology,1.12,0.36,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.4.e,Psychology,3.01,3.04,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.4.f,Sociology and Anthropology,2.48,2.56,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.4.g,Geography,2.11,2.30,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.5.a,Medicine and Dentistry,1.14,0.26,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.5.b,Therapy and Counseling,1.48,1.07,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.6,Education and Training,3.17,4.35,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.7.a,English Language,4.66,4.92,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.7.b,Foreign Language,1.73,0.81,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.7.c,Fine Arts,2.16,1.65,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.7.d,History and Archeology,1.40,1.07,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.7.e,Philosophy and Theology,1.82,1.64,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.8.a,Public Safety and Security,1.88,1.39,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.8.b,Law and Government,2.79,2.45,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.9.a,Telecommunications,3.08,2.13,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.9.b,Communications and Media,4.63,4.44,08/2026,Incumbent
O*NET,31.0,11-2011.00,Advertising and Promotions Managers,2.C.10,Transportation,1.88,1.22,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.1.a,Administration and Management,3.97,4.63,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.1.b,Administrative,3.18,4.29,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.1.c,Economics and Accounting,2.93,3.04,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.1.d,Sales and Marketing,4.71,5.81,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.1.e,Customer and Personal Service,4.33,5.64,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.1.f,Personnel and Human Resources,3.21,3.67,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.2.a,Production and Processing,2.45,3.04,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.2.b,Food Production,1.05,0.09,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.3.a,Computers and Electronics,2.73,3.22,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.3.b,Engineering and Technology,2.15,2.12,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.3.c,Design,2.69,2.63,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.3.d,Building and Construction,1.21,0.32,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.3.e,Mechanical,1.67,1.10,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.4.a,Mathematics,2.77,3.35,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.4.b,Physics,1.36,0.70,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.4.c,Chemistry,1.23,0.54,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.4.d,Biology,1.09,0.18,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.4.e,Psychology,2.41,2.75,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.4.f,Sociology and Anthropology,1.99,2.23,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.4.g,Geography,2.26,2.38,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.5.a,Medicine and Dentistry,1.22,0.35,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.5.b,Therapy and Counseling,1.37,0.65,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.6,Education and Training,3.23,4.46,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.7.a,English Language,4.50,4.91,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.7.b,Foreign Language,1.53,0.93,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.7.c,Fine Arts,1.23,0.49,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.7.d,History and Archeology,1.47,1.15,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.7.e,Philosophy and Theology,1.69,1.31,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.8.a,Public Safety and Security,2.56,2.29,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.8.b,Law and Government,2.49,2.30,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.9.a,Telecommunications,2.68,2.15,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.9.b,Communications and Media,4.09,3.78,08/2026,Incumbent
O*NET,31.0,11-2021.00,Marketing Managers,2.C.10,Transportation,2.23,2.18,08/2026,Incumbent
O*NET,31.0,11-2022.00,Sales Managers,2.C.1.a,Administration and Management,4.05,4.62,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.1.b,Administrative,2.50,3.62,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.1.c,Economics and Accounting,3.00,3.10,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.1.d,Sales and Marketing,4.80,5.86,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.1.e,Customer and Personal Service,4.35,5.24,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.1.f,Personnel and Human Resources,3.35,4.24,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.2.a,Production and Processing,2.10,2.24,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.2.b,Food Production,1.15,0.33,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.3.a,Computers and Electronics,3.20,3.81,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.3.b,Engineering and Technology,2.16,1.80,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.3.c,Design,1.65,1.24,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.3.d,Building and Construction,1.25,0.67,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.3.e,Mechanical,1.45,0.90,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.4.a,Mathematics,2.85,3.76,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.4.b,Physics,1.10,0.29,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.4.c,Chemistry,1.15,0.38,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.4.d,Biology,1.15,0.33,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.4.e,Psychology,2.75,3.14,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.4.f,Sociology and Anthropology,2.05,2.05,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.4.g,Geography,1.75,2.05,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.5.a,Medicine and Dentistry,1.10,0.29,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.5.b,Therapy and Counseling,1.45,1.38,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.6,Education and Training,3.20,4.95,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.7.a,English Language,4.11,4.33,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.7.b,Foreign Language,1.60,1.38,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.7.c,Fine Arts,1.15,0.43,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.7.d,History and Archeology,1.20,0.57,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.7.e,Philosophy and Theology,1.25,0.76,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.8.a,Public Safety and Security,1.90,1.67,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.8.b,Law and Government,2.25,2.38,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.9.a,Telecommunications,2.05,1.29,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.9.b,Communications and Media,3.00,3.05,08/2025,Occupational Expert
O*NET,31.0,11-2022.00,Sales Managers,2.C.10,Transportation,1.95,1.85,08/2025,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.1.a,Administration and Management,4.00,4.64,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.1.b,Administrative,3.17,4.56,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.1.c,Economics and Accounting,2.78,3.40,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.1.d,Sales and Marketing,3.81,5.61,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.1.e,Customer and Personal Service,3.78,5.28,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.1.f,Personnel and Human Resources,2.94,3.94,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.2.a,Production and Processing,1.72,1.36,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.2.b,Food Production,1.14,0.28,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.3.a,Computers and Electronics,2.47,3.14,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.3.b,Engineering and Technology,1.42,0.89,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.3.c,Design,2.06,1.75,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.3.d,Building and Construction,1.17,0.28,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.3.e,Mechanical,1.08,0.19,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.4.a,Mathematics,2.47,3.69,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.4.b,Physics,1.20,0.46,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.4.c,Chemistry,1.17,0.42,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.4.d,Biology,1.20,0.54,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.4.e,Psychology,2.97,3.42,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.4.f,Sociology and Anthropology,3.00,3.92,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.4.g,Geography,1.94,2.25,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.5.a,Medicine and Dentistry,1.25,0.47,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.5.b,Therapy and Counseling,1.47,0.97,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.6,Education and Training,2.53,3.53,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.7.a,English Language,4.67,5.86,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.7.b,Foreign Language,1.94,2.28,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.7.c,Fine Arts,1.83,1.67,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.7.d,History and Archeology,2.22,2.47,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.7.e,Philosophy and Theology,1.83,2.03,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.8.a,Public Safety and Security,2.29,2.46,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.8.b,Law and Government,3.06,3.42,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.9.a,Telecommunications,2.25,2.03,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.9.b,Communications and Media,4.86,6.28,08/2026,Occupational Expert
O*NET,31.0,11-2032.00,Public Relations Managers,2.C.10,Transportation,1.44,0.83,08/2026,Occupational Expert
