source,source_version,original_name,normalized_name,occurrence_count,occupation_count,hot_technology_count,in_demand_count
O*NET,31.0,Addison Health Systems WritePad EHR,addison health systems writepad ehr,3,3,0,0
O*NET,31.0,Address Management System AMS,address management system ams,2,2,0,0
O*NET,31.0,Addressing software,addressing software,1,1,0,0
O*NET,31.0,Ademero Content Central,ademero content central,1,1,0,0
O*NET,31.0,Adept Scientific GRAMS,adept scientific grams,1,1,0,0
O*NET,31.0,Adeptia ETL Suite,adeptia etl suite,2,2,0,0
O*NET,31.0,Aderant CompuLaw,aderant compulaw,2,2,0,0
O*NET,31.0,"ADERANT Expert Back Office, Powered by Keystone","aderant expert back office, powered by keystone",1,1,0,0
O*NET,31.0,ADERANT Expert Matter Center,aderant expert matter center,1,1,0,0
O*NET,31.0,Aderant legal software,aderant legal software,1,1,0,0
O*NET,31.0,Adexa eGPS Suite,adexa egps suite,1,1,0,0
O*NET,31.0,Adexa Supply Chain Planning,adexa supply chain planning,1,1,0,0
O*NET,31.0,ADi SmartBOL,adi smartbol,2,2,0,0
O*NET,31.0,ADInstruments LabChart,adinstruments labchart,1,1,0,0
O*NET,31.0,ADL Data Systems OptimumClinicals Electronic Health Record,adl data systems optimumclinicals electronic health record,2,2,0,0
O*NET,31.0,Adlib Express,adlib express,1,1,0,0
O*NET,31.0,Adlib Information Systems Adlib Archive,adlib information systems adlib archive,1,1,0,0
O*NET,31.0,"Admissions, discharge, and transfer ADT software","admissions, discharge, and transfer adt software",1,1,0,0
O*NET,31.0,ADMS pollution modeling software,adms pollution modeling software,1,1,0,0
O*NET,31.0,ADO.NET,ado.net,5,5,0,0
O*NET,31.0,Adobe Acrobat,adobe acrobat,165,165,165,1
O*NET,31.0,Adobe Acrobat Pro Extended,adobe acrobat pro extended,1,1,0,0
O*NET,31.0,Adobe Acrobat Reader,adobe acrobat reader,7,7,0,0
O*NET,31.0,Adobe Acrobat Writer,adobe acrobat writer,2,2,0,0
O*NET,31.0,Adobe ActionScript,adobe actionscript,33,33,0,0
O*NET,31.0,Adobe After Effects,adobe after effects,41,41,41,6
O*NET,31.0,Adobe AIR,adobe air,2,2,0,0
O*NET,31.0,Adobe Analytics,adobe analytics,1,1,0,1
O*NET,31.0,Adobe Audition,adobe audition,11,11,0,1
O*NET,31.0,Adobe Authorware,adobe authorware,1,1,0,0
O*NET,31.0,Adobe Captivate,adobe captivate,6,6,0,0
O*NET,31.0,Adobe ColdFusion,adobe coldfusion,5,5,0,0
O*NET,31.0,Adobe Connect,adobe connect,1,1,0,0
O*NET,31.0,Adobe Contribute,adobe contribute,1,1,0,0
O*NET,31.0,Adobe Creative Cloud software,adobe creative cloud software,78,78,78,20
O*NET,31.0,Adobe Director,adobe director,6,6,0,0
O*NET,31.0,Adobe Distiller,adobe distiller,5,5,0,0
O*NET,31.0,Adobe Dreamweaver,adobe dreamweaver,59,59,0,0
O*NET,31.0,Adobe eLearning Suite,adobe elearning suite,1,1,0,0
O*NET,31.0,Adobe Experience Manager (AEM),adobe experience manager (aem),4,4,0,0
O*NET,31.0,Adobe Flex,adobe flex,9,9,0,0
O*NET,31.0,Adobe FrameMaker,adobe framemaker,10,10,0,0
O*NET,31.0,Adobe FreeHand MX,adobe freehand mx,14,14,0,0
O*NET,31.0,Adobe Human Capital Application Solution Accelerator,adobe human capital application solution accelerator,1,1,0,0
O*NET,31.0,Adobe Illustrator,adobe illustrator,100,100,100,17
O*NET,31.0,Adobe ImageReady,adobe imageready,3,3,0,0
O*NET,31.0,Adobe InCopy,adobe incopy,2,2,0,0
O*NET,31.0,Adobe InDesign,adobe indesign,88,88,88,12
O*NET,31.0,Adobe LifeCycle Enterprise Suite,adobe lifecycle enterprise suite,2,2,0,0
O*NET,31.0,Adobe LifeCycle ES,adobe lifecycle es,1,1,0,0
O*NET,31.0,Adobe LifeCycle Production Print ES3,adobe lifecycle production print es3,1,1,0,0
O*NET,31.0,Adobe LiveMotion,adobe livemotion,3,3,0,0
O*NET,31.0,Adobe Macromedia HomeSite,adobe macromedia homesite,2,2,0,0
O*NET,31.0,Adobe PageMaker,adobe pagemaker,20,20,0,0
O*NET,31.0,Adobe Persuasion,adobe persuasion,1,1,0,0
O*NET,31.0,Adobe Photoshop,adobe photoshop,144,144,144,26
O*NET,31.0,Adobe Photoshop Lightroom,adobe photoshop lightroom,1,1,0,1
O*NET,31.0,Adobe PostScript,adobe postscript,2,2,0,0
O*NET,31.0,Adobe Premiere Pro,adobe premiere pro,15,15,0,6
O*NET,31.0,Adobe Presenter,adobe presenter,4,4,0,0
O*NET,31.0,Adobe RoboHelp,adobe robohelp,2,2,0,0
O*NET,31.0,Adobe XD,adobe xd,1,1,0,1
O*NET,31.0,ADP Drive DMS for Accounting,adp drive dms for accounting,1,1,0,0
O*NET,31.0,ADP Employease,adp employease,1,1,0,0
O*NET,31.0,ADP Enterprise eTIME,adp enterprise etime,2,2,0,0
O*NET,31.0,ADP Enterprise HR,adp enterprise hr,5,5,0,0
O*NET,31.0,ADP eTIME,adp etime,2,2,0,0
O*NET,31.0,ADP ezLaborManager,adp ezlabormanager,2,2,0,0
O*NET,31.0,ADP HR/Benefits Solution,adp hr/benefits solution,2,2,0,0
O*NET,31.0,ADP HR/Profile,adp hr/profile,1,1,0,0
O*NET,31.0,ADP Pay eXpert,adp pay expert,2,2,0,0
O*NET,31.0,ADP PC/Payroll,adp pc/payroll,1,1,0,0
O*NET,31.0,ADP software,adp software,2,2,0,0
O*NET,31.0,ADP Super Report Writer,adp super report writer,1,1,0,0
O*NET,31.0,ADP Workforce Now,adp workforce now,26,26,0,1
O*NET,31.0,ADP/Vantra VOLTS,adp/vantra volts,1,1,0,0
O*NET,31.0,AdRelevance,adrelevance,2,2,0,0
O*NET,31.0,ADS Advantage,ads advantage,1,1,0,0
O*NET,31.0,AdSense Tracker,adsense tracker,2,2,0,0
O*NET,31.0,Adstra Systems ADSTRA Management,adstra systems adstra management,1,1,0,0
O*NET,31.0,Adtec Agency Manager,adtec agency manager,1,1,0,0
O*NET,31.0,AdTrack Customer Acquisition Management CAM,adtrack customer acquisition management cam,1,1,0,0
O*NET,31.0,Advance Ortho Systems Program Director,advance ortho systems program director,1,1,0,0
O*NET,31.0,Advanced boolean expression language ABEL,advanced boolean expression language abel,1,1,0,0
O*NET,31.0,Advanced business application programming ABAP,advanced business application programming abap,23,23,0,0
O*NET,31.0,Advanced Chemistry Development ACD/1D nuclear magnetic resonance NMR processor,advanced chemistry development acd/1d nuclear magnetic resonance nmr processor,1,1,0,0
O*NET,31.0,Advanced Chemistry Development Analytical Laboratory,advanced chemistry development analytical laboratory,1,1,0,0
O*NET,31.0,Advanced computer simulation language ACSL,advanced computer simulation language acsl,1,1,0,0
O*NET,31.0,Advanced Data Systems MedicsDocAssistant for Pediatrics,advanced data systems medicsdocassistant for pediatrics,1,1,0,0
O*NET,31.0,Advanced Data Systems MedicsRis,advanced data systems medicsris,1,1,0,0
O*NET,31.0,Advanced Dimensional Management 3D-GD&T,advanced dimensional management 3d-gd&t,1,1,0,0
O*NET,31.0,Advanced Graphics Technology ProCogo,advanced graphics technology procogo,1,1,0,0
O*NET,31.0,Advanced Logic Technology WellCAD,advanced logic technology wellcad,1,1,0,0
O*NET,31.0,Advanced Management Systems Software for Wineries,advanced management systems software for wineries,1,1,0,0
O*NET,31.0,Advanced Micro Systems 1099-Etc,advanced micro systems 1099-etc,1,1,0,0
O*NET,31.0,Advanced numerical software,advanced numerical software,1,1,0,0
O*NET,31.0,Advanced Portfolio Technologies Report Builder,advanced portfolio technologies report builder,2,2,0,0
O*NET,31.0,Advanced Portfolio Technologies Simulator,advanced portfolio technologies simulator,2,2,0,0
O*NET,31.0,Advanced Processing and Imaging OptiView ECM,advanced processing and imaging optiview ecm,1,1,0,0
O*NET,31.0,Advanced Retail Management Systems Retail Pro,advanced retail management systems retail pro,2,2,0,0
O*NET,31.0,Advanced technologies and oceanic procedures ATOP,advanced technologies and oceanic procedures atop,1,1,0,0
O*NET,31.0,Advanced Technologies Class Act,advanced technologies class act,2,2,0,0
O*NET,31.0,Advanced Veterinary Services Ranch Vision,advanced veterinary services ranch vision,1,1,0,0
O*NET,31.0,Advanced Visual Systems AVS/Express,advanced visual systems avs/express,1,1,0,0
O*NET,31.0,Advantage Information Systems The Agency Advantage,advantage information systems the agency advantage,1,1,0,0
O*NET,31.0,Advantage Signature Marketing Group Web Master,advantage signature marketing group web master,1,1,0,0
O*NET,31.0,Advantage Software Chiropractic Advantage,advantage software chiropractic advantage,1,1,0,0
O*NET,31.0,Advantage Software Physical Therapy Advantage,advantage software physical therapy advantage,1,1,0,0
O*NET,31.0,Advantage Software Podiatry Advantage,advantage software podiatry advantage,1,1,0,0
O*NET,31.0,Advantage Software Psych Advantage,advantage software psych advantage,2,2,0,0
O*NET,31.0,Advantage Software Total Eclipse,advantage software total eclipse,1,1,0,0
O*NET,31.0,AdvantageLaw WinVantage,advantagelaw winvantage,1,1,0,0
O*NET,31.0,Advantos Systems DataTrust Enterprise,advantos systems datatrust enterprise,1,1,0,0
O*NET,31.0,Advent Axys,advent axys,1,1,0,0
O*NET,31.0,AdviceAmerica AdvisorVision,adviceamerica advisorvision,1,1,0,0
O*NET,31.0,Advisory World ICE,advisory world ice,1,1,0,0
O*NET,31.0,"Adxstudio, for Microsoft","adxstudio, for microsoft",1,1,0,0
O*NET,31.0,AEC Design Group CADPIPE,aec design group cadpipe,1,1,0,0
O*NET,31.0,AEC Software FastTrack Schedule,aec software fasttrack schedule,3,3,0,0
O*NET,31.0,AEMC DataView,aemc dataview,1,1,0,0
O*NET,31.0,AeroHydro MultiSurf,aerohydro multisurf,1,1,0,0
O*NET,31.0,Aeronautical charts,aeronautical charts,3,3,0,0
O*NET,31.0,AERONET calculator,aeronet calculator,1,1,0,0
O*NET,31.0,AeroPlanner,aeroplanner,2,2,0,0
O*NET,31.0,Aerotriangulation adjustment software,aerotriangulation adjustment software,1,1,0,0
O*NET,31.0,AES MailSTAR,aes mailstar,1,1,0,0
O*NET,31.0,AESDirect,aesdirect,1,1,0,0
O*NET,31.0,Aestiva Employee Time Clock,aestiva employee time clock,1,1,0,0
O*NET,31.0,Aestiva Purchase Order,aestiva purchase order,3,3,0,0
O*NET,31.0,AetherPalm InfusiCalc,aetherpalm infusicalc,2,2,0,0
O*NET,31.0,Afcom Datasafe Computer Services FlexiBake,afcom datasafe computer services flexibake,1,1,0,0
O*NET,31.0,AFEXDirect,afexdirect,1,1,0,0
O*NET,31.0,Affiliated Computer Services ACS FIREHOUSE,affiliated computer services acs firehouse,2,2,0,0
O*NET,31.0,After the Deadline,after the deadline,2,2,0,0
O*NET,31.0,Ag Connections Land.db,ag connections land.db,1,1,0,0
O*NET,31.0,Ag Leader Technology SMS Advanced,ag leader technology sms advanced,2,2,0,0
O*NET,31.0,AGCO Advanced Technology Solutions Fieldstar,agco advanced technology solutions fieldstar,1,1,0,0
O*NET,31.0,AGCO GTA Software Suite,agco gta software suite,1,1,0,0
O*NET,31.0,AgData Blue Skies Accounting,agdata blue skies accounting,1,1,0,0
O*NET,31.0,Age progression software,age progression software,1,1,0,0
O*NET,31.0,Agency management software,agency management software,1,1,0,0
O*NET,31.0,Agency Management Systems AMS 360,agency management systems ams 360,1,1,0,0
O*NET,31.0,Agency Master,agency master,1,1,0,0
O*NET,31.0,Agency Software AgencyPro,agency software agencypro,1,1,0,0
O*NET,31.0,AgencyPro,agencypro,1,1,0,0
O*NET,31.0,Agent Business Builder,agent business builder,1,1,0,0
O*NET,31.0,Agevo Farm Manager,agevo farm manager,1,1,0,0
O*NET,31.0,Agile Product Lifecyle Management PLM,agile product lifecyle management plm,2,2,0,0
O*NET,31.0,Agilent Advanced Design System ADS,agilent advanced design system ads,1,1,0,0
O*NET,31.0,Agilent CGH Analytics,agilent cgh analytics,1,1,0,0
O*NET,31.0,Agilent ChemStation,agilent chemstation,2,2,0,0
O*NET,31.0,Agilent Technologies GeneSpring GX,agilent technologies genespring gx,2,2,0,0
O*NET,31.0,AgileView Software SmartView,agileview software smartview,1,1,0,0
O*NET,31.0,Agiliance Compliance Manager,agiliance compliance manager,1,1,0,0
O*NET,31.0,AgInfoLink Meat Inventory Tracking System MITS,aginfolink meat inventory tracking system mits,1,1,0,0
O*NET,31.0,Agisoft Metashape,agisoft metashape,2,2,0,0
O*NET,31.0,AgriSoft/CMC AgriSoft/ERP,agrisoft/cmc agrisoft/erp,1,1,0,0
O*NET,31.0,Agronomic modeling software,agronomic modeling software,1,1,0,0
O*NET,31.0,AgTerra Technologies AgTrac,agterra technologies agtrac,1,1,0,0
O*NET,31.0,Ahrefs Site Explorer,ahrefs site explorer,1,1,0,1
O*NET,31.0,Ai Squared ZoomText,ai squared zoomtext,1,1,0,0
O*NET,31.0,AIGHD OASIS,aighd oasis,1,1,0,0
O*NET,31.0,Aipotu,aipotu,1,1,0,0
O*NET,31.0,AIQ Systems TradingExpert Pro,aiq systems tradingexpert pro,1,1,0,0
O*NET,31.0,Air dispersion modeling software,air dispersion modeling software,2,2,0,0
O*NET,31.0,Air quality modeling software,air quality modeling software,1,1,0,0
O*NET,31.0,Air-Trak Cloudberry,air-trak cloudberry,1,1,0,0
O*NET,31.0,Aircraft noise monitoring system software,aircraft noise monitoring system software,1,1,0,0
O*NET,31.0,Aircraft regulation databases,aircraft regulation databases,1,1,0,0
O*NET,31.0,Airdata,airdata,4,4,0,0
O*NET,31.0,Airline global distribution systems GDS software,airline global distribution systems gds software,1,1,0,0
O*NET,31.0,Airline Pilots Daily Aviation Log PPC,airline pilots daily aviation log ppc,2,2,0,0
O*NET,31.0,AirMagnet Enterprise,airmagnet enterprise,1,1,0,0
O*NET,31.0,AIRMaster+,airmaster+,1,1,0,0
O*NET,31.0,AirSmith FlightPrompt,airsmith flightprompt,2,2,0,0
O*NET,31.0,Airtable,airtable,24,24,0,0
O*NET,31.0,AJAX,ajax,25,25,25,0
O*NET,31.0,Aknaf ADVANTAGE Salon Software and Spa Software,aknaf advantage salon software and spa software,1,1,0,0
O*NET,31.0,Alara CRystalView,alara crystalview,1,1,0,0
O*NET,31.0,Alarm management system software,alarm management system software,1,1,0,0
O*NET,31.0,Alarm system software,alarm system software,1,1,0,0
O*NET,31.0,Alcestis,alcestis,1,1,0,0
O*NET,31.0,Alchemy Systems SISTEM,alchemy systems sistem,2,2,0,0
O*NET,31.0,Aldata Warehouse Management,aldata warehouse management,1,1,0,0
O*NET,31.0,Aldelo Systems Aldelo for Restaurants Pro,aldelo systems aldelo for restaurants pro,3,3,0,0
O*NET,31.0,Aldus FreeHand,aldus freehand,1,1,0,0
O*NET,31.0,Alert Technologies OpsCenter,alert technologies opscenter,1,1,0,0
O*NET,31.0,Alerton Ascent Compass,alerton ascent compass,1,1,0,0
O*NET,31.0,Alfresco Software Alfresco,alfresco software alfresco,1,1,0,0
O*NET,31.0,Algae,algae,1,1,0,0
